Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,Instructions,,,,,,,,
,,,,,,,,,,,,,,OF,Austin Martin (42633879),Austin Martin,42633879,OF,3300,BOS@MIN 04/14/2026 07:40PM ET,MIN,5.62
,,,,,,,,,,,,,,2B,Marcus Semien (42633876),Marcus Semien,42633876,2B,3300,NYM@LAD 04/14/2026 10:10PM ET,NYM,4.29
,,,,,,,,,,,,,,1B,Rhys Hoskins (42633878),Rhys Hoskins,42633878,1B,3300,CLE@STL 04/14/2026 07:45PM ET,CLE,6.15
,,,,,,,,,,,,,,1B,Josh Naylor (42633871),Josh Naylor,42633871,1B,3300,SEA@SD 04/14/2026 09:40PM ET,SEA,4.62
,,,,,,,,,,,,,,OF,Luke Raley (42633882),Luke Raley,42633882,OF,3300,SEA@SD 04/14/2026 09:40PM ET,SEA,7.6
,,,,,,,,,,,,,,2B,Jake Cronenworth (42633883),Jake Cronenworth,42633883,2B,3300,SEA@SD 04/14/2026 09:40PM ET,SD,4.6
,,,,,,,,,,,,,,3B,Yoan Moncada (42633870),Yoan Moncada,42633870,3B,3300,LAA@NYY 04/14/2026 07:05PM ET,LAA,5.64
,,,,,,,,,,,,,,OF,Josh Lowe (42633877),Josh Lowe,42633877,OF,3300,LAA@NYY 04/14/2026 07:05PM ET,LAA,4.4
,,,,,,,,,,,,,,2B,Zack Gelof (42633888),Zack Gelof,42633888,2B,3200,TEX@ATH 04/14/2026 09:40PM ET,ATH,1
,,,,,,,,,,,,,,OF,Sam Haggerty (42633892),Sam Haggerty,42633892,OF,3200,TEX@ATH 04/14/2026 09:40PM ET,TEX,2.14
,,,,,,,,,,,,,,OF,Mike Yastrzemski (42633887),Mike Yastrzemski,42633887,OF,3200,MIA@ATL 04/14/2026 07:15PM ET,ATL,5
,,,,,,,,,,,,,,C,Sean Murphy (42634062),Sean Murphy,42634062,C,3200,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,C,Christian Vazquez (42633886),Christian Vazquez,42633886,C,3200,COL@HOU 04/14/2026 08:10PM ET,HOU,8.71
,,,,,,,,,,,,,,C,Dalton Rushing (42633885),Dalton Rushing,42633885,C,3200,NYM@LAD 04/14/2026 10:10PM ET,LAD,16
,,,,,,,,,,,,,,SS,Masyn Winn (42633884),Masyn Winn,42633884,SS,3200,CLE@STL 04/14/2026 07:45PM ET,STL,5.92
,,,,,,,,,,,,,,3B,Ramon Urias (42633889),Ramon Urias,42633889,3B,3200,CLE@STL 04/14/2026 07:45PM ET,STL,5.15
,,,,,,,,,,,,,,OF,Dominic Canzone (42633893),Dominic Canzone,42633893,OF,3200,SEA@SD 04/14/2026 09:40PM ET,SEA,5.85
,,,,,,,,,,,,,,2B/3B,Amed Rosario (42633890),Amed Rosario,42633890,2B/3B,3200,LAA@NYY 04/14/2026 07:05PM ET,NYY,6.5
,,,,,,,,,,,,,,2B,Josh Smith (42633903),Josh Smith,42633903,2B,3100,TEX@ATH 04/14/2026 09:40PM ET,TEX,3.73
,,,,,,,,,,,,,,C,Kyle Teel (42634065),Kyle Teel,42634065,C,3100,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,1B/C,Victor Caratini (42633895),Victor Caratini,42633895,C/1B,3100,BOS@MIN 04/14/2026 07:40PM ET,MIN,6.57
,,,,,,,,,,,,,,OF,Masataka Yoshida (42633899),Masataka Yoshida,42633899,OF,3100,BOS@MIN 04/14/2026 07:40PM ET,BOS,5.78
,,,,,,,,,,,,,,OF,Trevor Larnach (42633902),Trevor Larnach,42633902,OF,3100,BOS@MIN 04/14/2026 07:40PM ET,MIN,5.67
,,,,,,,,,,,,,,OF,Brenton Doyle (42633900),Brenton Doyle,42633900,OF,3100,COL@HOU 04/14/2026 08:10PM ET,COL,4.73
,,,,,,,,,,,,,,OF,Jake Meyers (42634063),Jake Meyers,42634063,OF,3100,COL@HOU 04/14/2026 08:10PM ET,HOU,5.92
,,,,,,,,,,,,,,3B/OF,Daniel Schneemann (42633897),Daniel Schneemann,42633897,3B/OF,3100,CLE@STL 04/14/2026 07:45PM ET,CLE,5.31
,,,,,,,,,,,,,,1B,Kyle Manzardo (42633901),Kyle Manzardo,42633901,1B,3100,CLE@STL 04/14/2026 07:45PM ET,CLE,3
,,,,,,,,,,,,,,OF,George Valera (42634066),George Valera,42634066,OF,3100,CLE@STL 04/14/2026 07:45PM ET,CLE,0
,,,,,,,,,,,,,,SS,Andres Gimenez (42633894),Andres Gimenez,42633894,SS,3100,TOR@MIL 04/14/2026 07:40PM ET,TOR,7.67
,,,,,,,,,,,,,,2B,Cole Young (42633904),Cole Young,42633904,2B,3100,SEA@SD 04/14/2026 09:40PM ET,SEA,7.12
,,,,,,,,,,,,,,3B/OF,Miguel Andujar (42633905),Miguel Andujar,42633905,3B/OF,3100,SEA@SD 04/14/2026 09:40PM ET,SD,5.58
,,,,,,,,,,,,,,2B,Christian Moore (42634064),Christian Moore,42634064,2B,3100,LAA@NYY 04/14/2026 07:05PM ET,LAA,0
,,,,,,,,,,,,,,OF,Jake Fraley (42633909),Jake Fraley,42633909,OF,3000,TB@CWS 04/14/2026 07:40PM ET,TB,3.73
,,,,,,,,,,,,,,OF,Gavin Lux (42634067),Gavin Lux,42634067,OF,3000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,OF,Austin Hays (42634071),Austin Hays,42634071,OF,3000,TB@CWS 04/14/2026 07:40PM ET,CWS,5.33
,,,,,,,,,,,,,,OF,Ceddanne Rafaela (42633908),Ceddanne Rafaela,42633908,OF,3000,BOS@MIN 04/14/2026 07:40PM ET,BOS,5.5
,,,,,,,,,,,,,,3B/SS,Tristan Gray (42633914),Tristan Gray,42633914,3B/SS,3000,BOS@MIN 04/14/2026 07:40PM ET,MIN,8.25
,,,,,,,,,,,,,,1B,TJ Rumfield (42633913),TJ Rumfield,42633913,1B,3000,COL@HOU 04/14/2026 08:10PM ET,COL,6.69
,,,,,,,,,,,,,,OF,Zach Cole (42634070),Zach Cole,42634070,OF,3000,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,2B,Alex Freeland (42633910),Alex Freeland,42633910,2B,3000,NYM@LAD 04/14/2026 10:10PM ET,LAD,4.62
,,,,,,,,,,,,,,3B/OF,Kike Hernandez (42634068),Kike Hernandez,42634068,3B/OF,3000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,OF,Victor Scott II (42633911),Victor Scott II,42633911,OF,3000,CLE@STL 04/14/2026 07:45PM ET,STL,3.81
,,,,,,,,,,,,,,3B,Luis Rengifo (42633912),Luis Rengifo,42633912,3B,3000,TOR@MIL 04/14/2026 07:40PM ET,MIL,3.67
,,,,,,,,,,,,,,2B,Ernie Clement (42633916),Ernie Clement,42633916,2B,3000,TOR@MIL 04/14/2026 07:40PM ET,TOR,6.13
,,,,,,,,,,,,,,1B,Andrew Vaughn (42634074),Andrew Vaughn,42634074,1B,3000,TOR@MIL 04/14/2026 07:40PM ET,MIL,5
,,,,,,,,,,,,,,OF,Nick Castellanos (42633917),Nick Castellanos,42633917,OF,3000,SEA@SD 04/14/2026 09:40PM ET,SD,3.75
,,,,,,,,,,,,,,3B,Sung-Mun Song (42634073),Sung-Mun Song,42634073,3B,3000,SEA@SD 04/14/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,OF,Victor Robles (42634075),Victor Robles,42634075,OF,3000,SEA@SD 04/14/2026 09:40PM ET,SEA,3.6
,,,,,,,,,,,,,,C,Logan O'Hoppe (42633907),Logan O'Hoppe,42633907,C,3000,LAA@NYY 04/14/2026 07:05PM ET,LAA,4.69
,,,,,,,,,,,,,,OF,Jasson Dominguez (42634072),Jasson Dominguez,42634072,OF,3000,LAA@NYY 04/14/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,1B/3B,Andy Ibanez (42633920),Andy Ibanez,42633920,1B/3B,2900,TEX@ATH 04/14/2026 09:40PM ET,ATH,1.75
,,,,,,,,,,,,,,OF,Heriberto Hernandez (42633924),Heriberto Hernandez,42633924,OF,2900,MIA@ATL 04/14/2026 07:15PM ET,MIA,5.07
,,,,,,,,,,,,,,C,Nick Fortes (42633923),Nick Fortes,42633923,C,2900,TB@CWS 04/14/2026 07:40PM ET,TB,5.85
,,,,,,,,,,,,,,2B,Edouard Julien (42633922),Edouard Julien,42633922,2B,2900,COL@HOU 04/14/2026 08:10PM ET,COL,5.71
,,,,,,,,,,,,,,OF,Zach Dezenzo (42634076),Zach Dezenzo,42634076,OF,2900,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,2B/SS,Brayan Rocchio (42633918),Brayan Rocchio,42633918,2B/SS,2900,CLE@STL 04/14/2026 07:45PM ET,CLE,5.76
,,,,,,,,,,,,,,C,Kyle Higashioka (42633925),Kyle Higashioka,42633925,C,2800,TEX@ATH 04/14/2026 09:40PM ET,TEX,6.86
,,,,,,,,,,,,,,OF,Joc Pederson (42633934),Joc Pederson,42633934,OF,2800,TEX@ATH 04/14/2026 09:40PM ET,TEX,3.93
,,,,,,,,,,,,,,1B,Connor Norby (42633928),Connor Norby,42633928,1B,2800,MIA@ATL 04/14/2026 07:15PM ET,MIA,6.4
,,,,,,,,,,,,,,OF,Cedric Mullins (42633931),Cedric Mullins,42633931,OF,2800,TB@CWS 04/14/2026 07:40PM ET,TB,5.07
,,,,,,,,,,,,,,OF,Dustin Harris (42633932),Dustin Harris,42633932,OF,2800,TB@CWS 04/14/2026 07:40PM ET,CWS,6.6
,,,,,,,,,,,,,,SS,Carson Williams (42634077),Carson Williams,42634077,SS,2800,TB@CWS 04/14/2026 07:40PM ET,TB,3.86
,,,,,,,,,,,,,,OF,Jordan Beck (42633929),Jordan Beck,42633929,OF,2800,COL@HOU 04/14/2026 08:10PM ET,COL,3.54
,,,,,,,,,,,,,,OF,Alex Call (42633930),Alex Call,42633930,OF,2800,NYM@LAD 04/14/2026 10:10PM ET,LAD,7.4
,,,,,,,,,,,,,,OF,David Fry (42633933),David Fry,42633933,OF,2800,CLE@STL 04/14/2026 07:45PM ET,CLE,2.75
,,,,,,,,,,,,,,2B/OF,Davis Schneider (42633936),Davis Schneider,42633936,2B/OF,2800,TOR@MIL 04/14/2026 07:40PM ET,TOR,6
,,,,,,,,,,,,,,SS,Joey Ortiz (42633938),Joey Ortiz,42633938,SS,2800,TOR@MIL 04/14/2026 07:40PM ET,MIL,5.82
,,,,,,,,,,,,,,OF,Anthony Santander (42634078),Anthony Santander,42634078,OF,2800,TOR@MIL 04/14/2026 07:40PM ET,TOR,0
,,,,,,,,,,,,,,SS,J.P. Crawford (42633935),J.P. Crawford,42633935,SS,2800,SEA@SD 04/14/2026 09:40PM ET,SEA,6
,,,,,,,,,,,,,,2B/OF,Adam Frazier (42633926),Adam Frazier,42633926,2B/OF,2800,LAA@NYY 04/14/2026 07:05PM ET,LAA,5.33
,,,,,,,,,,,,,,SS,Anthony Volpe (42634079),Anthony Volpe,42634079,SS,2800,LAA@NYY 04/14/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,OF/SS,Jorge Mateo (42633945),Jorge Mateo,42633945,SS/OF,2700,MIA@ATL 04/14/2026 07:15PM ET,ATL,7.12
,,,,,,,,,,,,,,OF,Andrew Benintendi (42633951),Andrew Benintendi,42633951,OF,2700,TB@CWS 04/14/2026 07:40PM ET,CWS,3
,,,,,,,,,,,,,,SS,Brooks Lee (42633948),Brooks Lee,42633948,SS,2700,BOS@MIN 04/14/2026 07:40PM ET,MIN,5.27
,,,,,,,,,,,,,,2B,Marcelo Mayer (42633954),Marcelo Mayer,42633954,2B,2700,BOS@MIN 04/14/2026 07:40PM ET,BOS,4.53
,,,,,,,,,,,,,,OF,Taylor Trammell (42633943),Taylor Trammell,42633943,OF,2700,COL@HOU 04/14/2026 08:10PM ET,HOU,6.25
,,,,,,,,,,,,,,OF,Jake McCarthy (42633944),Jake McCarthy,42633944,OF,2700,COL@HOU 04/14/2026 08:10PM ET,COL,3.69
,,,,,,,,,,,,,,3B,Kyle Karros (42633955),Kyle Karros,42633955,3B,2700,COL@HOU 04/14/2026 08:10PM ET,COL,3.88
,,,,,,,,,,,,,,1B,Blaine Crim (42634080),Blaine Crim,42634080,1B,2700,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,1B/OF,Jared Young (42633939),Jared Young,42633939,1B/OF,2700,NYM@LAD 04/14/2026 10:10PM ET,NYM,3.36
,,,,,,,,,,,,,,2B/SS,Hyeseong Kim (42633941),Hyeseong Kim,42633941,2B/SS,2700,NYM@LAD 04/14/2026 10:10PM ET,LAD,5.5
,,,,,,,,,,,,,,C,Pedro Pages (42633947),Pedro Pages,42633947,C,2700,CLE@STL 04/14/2026 07:45PM ET,STL,4.27
,,,,,,,,,,,,,,C,Austin Hedges (42633949),Austin Hedges,42633949,C,2700,CLE@STL 04/14/2026 07:45PM ET,CLE,6.14
,,,,,,,,,,,,,,OF,Rob Refsnyder (42633952),Rob Refsnyder,42633952,OF,2700,SEA@SD 04/14/2026 09:40PM ET,SEA,0.75
,,,,,,,,,,,,,,C,Luis Campusano (42633953),Luis Campusano,42633953,C,2700,SEA@SD 04/14/2026 09:40PM ET,SD,7
,,,,,,,,,,,,,,SS,Jose Caballero (42633950),Jose Caballero,42633950,SS,2700,LAA@NYY 04/14/2026 07:05PM ET,NYY,6.53
,,,,,,,,,,,,,,3B,Josh Jung (42633962),Josh Jung,42633962,3B,2600,TEX@ATH 04/14/2026 09:40PM ET,TEX,4.54
,,,,,,,,,,,,,,1B/3B,Graham Pauley (42633967),Graham Pauley,42633967,1B/3B,2600,MIA@ATL 04/14/2026 07:15PM ET,MIA,3.77
,,,,,,,,,,,,,,OF/SS,Luisangel Acuna (42633965),Luisangel Acuna,42633965,SS/OF,2600,TB@CWS 04/14/2026 07:40PM ET,CWS,4.5
,,,,,,,,,,,,,,OF,Brooks Baldwin (42634081),Brooks Baldwin,42634081,OF,2600,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,2B/SS,Miguel Rojas (42633956),Miguel Rojas,42633956,2B/SS,2600,NYM@LAD 04/14/2026 10:10PM ET,LAD,4
,,,,,,,,,,,,,,OF,Tommy Pham (42637268),Tommy Pham,42637268,OF,2600,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,C,Bo Naylor (42633961),Bo Naylor,42633961,C,2600,CLE@STL 04/14/2026 07:45PM ET,CLE,1.82
,,,,,,,,,,,,,,OF,Nathan Church (42633963),Nathan Church,42633963,OF,2600,CLE@STL 04/14/2026 07:45PM ET,STL,3.14
,,,,,,,,,,,,,,SS,Gabriel Arias (42634082),Gabriel Arias,42634082,SS,2600,CLE@STL 04/14/2026 07:45PM ET,CLE,5
,,,,,,,,,,,,,,OF,Nathan Lukes (42633958),Nathan Lukes,42633958,OF,2600,TOR@MIL 04/14/2026 07:40PM ET,TOR,1.64
,,,,,,,,,,,,,,OF,Brandon Lockridge (42633964),Brandon Lockridge,42633964,OF,2600,TOR@MIL 04/14/2026 07:40PM ET,MIL,5.62
,,,,,,,,,,,,,,C,Freddy Fermin (42633969),Freddy Fermin,42633969,C,2600,SEA@SD 04/14/2026 09:40PM ET,SD,3.36
,,,,,,,,,,,,,,2B/3B,Oswald Peraza (42633959),Oswald Peraza,42633959,2B/3B,2600,LAA@NYY 04/14/2026 07:05PM ET,LAA,4.67
,,,,,,,,,,,,,,OF,Eli White (42633978),Eli White,42633978,OF,2500,MIA@ATL 04/14/2026 07:15PM ET,ATL,2.29
,,,,,,,,,,,,,,OF,Austin Slater (42633985),Austin Slater,42633985,OF,2500,MIA@ATL 04/14/2026 07:15PM ET,MIA,2.78
,,,,,,,,,,,,,,2B/SS,Ben Williamson (42633970),Ben Williamson,42633970,2B/SS,2500,TB@CWS 04/14/2026 07:40PM ET,TB,5.64
,,,,,,,,,,,,,,C,Hunter Feduccia (42633974),Hunter Feduccia,42633974,C,2500,TB@CWS 04/14/2026 07:40PM ET,TB,2.38
,,,,,,,,,,,,,,OF,Everson Pereira (42634084),Everson Pereira,42634084,OF,2500,TB@CWS 04/14/2026 07:40PM ET,CWS,6.2
,,,,,,,,,,,,,,3B,Caleb Durbin (42633973),Caleb Durbin,42633973,3B,2500,BOS@MIN 04/14/2026 07:40PM ET,BOS,4.07
,,,,,,,,,,,,,,C,Brett Sullivan (42633984),Brett Sullivan,42633984,C,2500,COL@HOU 04/14/2026 08:10PM ET,COL,3.7
,,,,,,,,,,,,,,2B/3B,Santiago Espinal (42633975),Santiago Espinal,42633975,2B/3B,2500,NYM@LAD 04/14/2026 10:10PM ET,LAD,2.33
,,,,,,,,,,,,,,C,Luis Torrens (42633986),Luis Torrens,42633986,C,2500,NYM@LAD 04/14/2026 10:10PM ET,NYM,4.14
,,,,,,,,,,,,,,OF/SS,Thomas Saggese (42633979),Thomas Saggese,42633979,SS/OF,2500,CLE@STL 04/14/2026 07:45PM ET,STL,4.25
,,,,,,,,,,,,,,OF,Petey Halpin (42634085),Petey Halpin,42634085,OF,2500,CLE@STL 04/14/2026 07:45PM ET,CLE,0
,,,,,,,,,,,,,,OF,Luis Matos (42633977),Luis Matos,42633977,OF,2500,TOR@MIL 04/14/2026 07:40PM ET,MIL,1.25
,,,,,,,,,,,,,,2B/OF,Tyler Fitzgerald (42633981),Tyler Fitzgerald,42633981,2B/OF,2500,TOR@MIL 04/14/2026 07:40PM ET,TOR,0
,,,,,,,,,,,,,,1B,Ty France (42633987),Ty France,42633987,1B,2500,SEA@SD 04/14/2026 09:40PM ET,SD,5.5
,,,,,,,,,,,,,,C,Austin Wells (42633972),Austin Wells,42633972,C,2500,LAA@NYY 04/14/2026 07:05PM ET,NYY,3.86
,,,,,,,,,,,,,,C,Travis d'Arnaud (42633983),Travis d'Arnaud,42633983,C,2500,LAA@NYY 04/14/2026 07:05PM ET,LAA,2.33
,,,,,,,,,,,,,,SS,Denzer Guzman (42634083),Denzer Guzman,42634083,SS,2500,LAA@NYY 04/14/2026 07:05PM ET,LAA,0
,,,,,,,,,,,,,,1B,Lenyn Sosa (42633994),Lenyn Sosa,42633994,1B,2400,TOR@MIL 04/14/2026 07:40PM ET,TOR,3.08
,,,,,,,,,,,,,,3B/OF,Ezequiel Duran (42633989),Ezequiel Duran,42633989,3B/OF,2400,TEX@ATH 04/14/2026 09:40PM ET,TEX,4.46
,,,,,,,,,,,,,,2B/SS,Darell Hernaiz (42633991),Darell Hernaiz,42633991,2B/SS,2400,TEX@ATH 04/14/2026 09:40PM ET,ATH,1.6
,,,,,,,,,,,,,,C,Austin Wynns (42633995),Austin Wynns,42633995,C,2400,TEX@ATH 04/14/2026 09:40PM ET,ATH,0.6
,,,,,,,,,,,,,,2B/3B,Maximo Acosta (42634088),Maximo Acosta,42634088,2B/3B,2400,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,OF,Tristan Peters (42633997),Tristan Peters,42633997,OF,2400,TB@CWS 04/14/2026 07:40PM ET,CWS,2.93
,,,,,,,,,,,,,,2B/3B,Shay Whitcomb (42634086),Shay Whitcomb,42634086,2B/3B,2400,COL@HOU 04/14/2026 08:10PM ET,HOU,0.67
,,,,,,,,,,,,,,2B,Juan Brito (42633993),Juan Brito,42633993,2B,2400,CLE@STL 04/14/2026 07:45PM ET,CLE,5.67
,,,,,,,,,,,,,,OF,Blake Perkins (42633996),Blake Perkins,42633996,OF,2400,TOR@MIL 04/14/2026 07:40PM ET,MIL,3.5
,,,,,,,,,,,,,,C,Mitch Garver (42633988),Mitch Garver,42633988,C,2400,SEA@SD 04/14/2026 09:40PM ET,SEA,3
,,,,,,,,,,,,,,OF,Denzel Clarke (42634004),Denzel Clarke,42634004,OF,2300,TEX@ATH 04/14/2026 09:40PM ET,ATH,2.67
,,,,,,,,,,,,,,2B,Cody Freeman (42634090),Cody Freeman,42634090,2B,2300,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,SS,Taylor Walls (42633998),Taylor Walls,42633998,SS,2300,TB@CWS 04/14/2026 07:40PM ET,TB,6.83
,,,,,,,,,,,,,,OF,Derek Hill (42634007),Derek Hill,42634007,OF,2300,TB@CWS 04/14/2026 07:40PM ET,CWS,2.83
,,,,,,,,,,,,,,C,Connor Wong (42634002),Connor Wong,42634002,C,2300,BOS@MIN 04/14/2026 07:40PM ET,BOS,5
,,,,,,,,,,,,,,1B/OF,CJ Kayfus (42634000),CJ Kayfus,42634000,1B/OF,2300,CLE@STL 04/14/2026 07:45PM ET,CLE,4.33
,,,,,,,,,,,,,,C,Tyler Heineman (42633999),Tyler Heineman,42633999,C,2300,TOR@MIL 04/14/2026 07:40PM ET,TOR,3.11
,,,,,,,,,,,,,,OF,Myles Straw (42634005),Myles Straw,42634005,OF,2300,TOR@MIL 04/14/2026 07:40PM ET,TOR,2.46
,,,,,,,,,,,,,,3B/SS,Leo Rivas (42634008),Leo Rivas,42634008,3B/SS,2300,SEA@SD 04/14/2026 09:40PM ET,SEA,4.23
,,,,,,,,,,,,,,OF,Bryce Johnson (42634010),Bryce Johnson,42634010,OF,2300,SEA@SD 04/14/2026 09:40PM ET,SD,1.6
,,,,,,,,,,,,,,3B,Ryan McMahon (42634003),Ryan McMahon,42634003,3B,2300,LAA@NYY 04/14/2026 07:05PM ET,NYY,2.4
,,,,,,,,,,,,,,2B,Vaughn Grissom (42634006),Vaughn Grissom,42634006,2B,2300,LAA@NYY 04/14/2026 07:05PM ET,LAA,3.5
,,,,,,,,,,,,,,2B/SS,Leo Jimenez (42634011),Leo Jimenez,42634011,2B/SS,2200,MIA@ATL 04/14/2026 07:15PM ET,MIA,1.83
,,,,,,,,,,,,,,C,Jonah Heim (42634017),Jonah Heim,42634017,C,2200,MIA@ATL 04/14/2026 07:15PM ET,ATL,3.83
,,,,,,,,,,,,,,3B/OF,Tanner Murray (42634019),Tanner Murray,42634019,3B/OF,2200,TB@CWS 04/14/2026 07:40PM ET,CWS,3.8
,,,,,,,,,,,,,,C,Carlos Narvaez (42634013),Carlos Narvaez,42634013,C,2200,BOS@MIN 04/14/2026 07:40PM ET,BOS,2.91
,,,,,,,,,,,,,,SS,Nick Allen (42634015),Nick Allen,42634015,SS,2200,COL@HOU 04/14/2026 08:10PM ET,HOU,2.09
,,,,,,,,,,,,,,3B,Ronny Mauricio (42634018),Ronny Mauricio,42634018,3B,2200,NYM@LAD 04/14/2026 10:10PM ET,NYM,2.5
,,,,,,,,,,,,,,C,Brandon Valenzuela (42634016),Brandon Valenzuela,42634016,C,2200,TOR@MIL 04/14/2026 07:40PM ET,TOR,3.71
,,,,,,,,,,,,,,OF,Randal Grichuk (42634014),Randal Grichuk,42634014,OF,2200,LAA@NYY 04/14/2026 07:05PM ET,NYY,1.11
,,,,,,,,,,,,,,1B,Deyvison De Los Santos (42634023),Deyvison De Los Santos,42634023,1B,2100,MIA@ATL 04/14/2026 07:15PM ET,MIA,2.5
,,,,,,,,,,,,,,C,Edgar Quero (42634027),Edgar Quero,42634027,C,2100,TB@CWS 04/14/2026 07:40PM ET,CWS,2.33
,,,,,,,,,,,,,,3B/SS,Andruw Monasterio (42634024),Andruw Monasterio,42634024,3B/SS,2100,BOS@MIN 04/14/2026 07:40PM ET,BOS,3.33
,,,,,,,,,,,,,,OF,James Outman (42634026),James Outman,42634026,OF,2100,BOS@MIN 04/14/2026 07:40PM ET,MIN,1
,,,,,,,,,,,,,,OF,Tyrone Taylor (42634030),Tyrone Taylor,42634030,OF,2100,NYM@LAD 04/14/2026 10:10PM ET,NYM,3.36
,,,,,,,,,,,,,,2B/OF,Jose Fermin (42634021),Jose Fermin,42634021,2B/OF,2100,CLE@STL 04/14/2026 07:45PM ET,STL,2.17
,,,,,,,,,,,,,,C,J.C. Escarra (42634028),J.C. Escarra,42634028,C,2100,LAA@NYY 04/14/2026 07:05PM ET,NYY,0.8
,,,,,,,,,,,,,,OF,Bryce Teodosio (42634029),Bryce Teodosio,42634029,OF,2100,LAA@NYY 04/14/2026 07:05PM ET,LAA,1.08
,,,,,,,,,,,,,,3B,Brett Harris (42634098),Brett Harris,42634098,3B,2000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,OF,Junior Perez (42634124),Junior Perez,42634124,OF,2000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,OF,Michael Helman (42634128),Michael Helman,42634128,OF,2000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,C,Willie MacIver (42634134),Willie MacIver,42634134,C,2000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,1B/2B,Justin Foscue (42634154),Justin Foscue,42634154,1B/2B,2000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,OF,Alejandro Osuna (42634158),Alejandro Osuna,42634158,OF,2000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,SS,Luke Williams (42634035),Luke Williams,42634035,SS,2000,MIA@ATL 04/14/2026 07:15PM ET,ATL,1
,,,,,,,,,,,,,,1B/3B,Kyle Farmer (42634036),Kyle Farmer,42634036,1B/3B,2000,MIA@ATL 04/14/2026 07:15PM ET,ATL,3.2
,,,,,,,,,,,,,,3B,Nacho Alvarez Jr. (42634100),Nacho Alvarez Jr.,42634100,3B,2000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,SS,Jared Serna (42634104),Jared Serna,42634104,SS,2000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,C,Joe Mack (42634118),Joe Mack,42634118,C,2000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,OF,Jurickson Profar (42634127),Jurickson Profar,42634127,OF,2000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,OF,Daniel Johnson (42634153),Daniel Johnson,42634153,OF,2000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,OF,Esteury Ruiz (42634156),Esteury Ruiz,42634156,OF,2000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,OF,Ryan Vilade (42634033),Ryan Vilade,42634033,OF,2000,TB@CWS 04/14/2026 07:40PM ET,TB,1.43
,,,,,,,,,,,,,,C,Reese McGuire (42634040),Reese McGuire,42634040,C,2000,TB@CWS 04/14/2026 07:40PM ET,CWS,1.14
,,,,,,,,,,,,,,OF,Jacob Melton (42634094),Jacob Melton,42634094,OF,2000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,2B/SS,Jadher Areinamo (42634105),Jadher Areinamo,42634105,2B/SS,2000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,C,Dom Keegan (42634119),Dom Keegan,42634119,C,2000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,OF,Victor Mesa Jr. (42634135),Victor Mesa Jr.,42634135,OF,2000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,OF,Justyn-Henry Malloy (42634148),Justyn-Henry Malloy,42634148,OF,2000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,2B/3B,Isiah Kiner-Falefa (42634031),Isiah Kiner-Falefa,42634031,2B/3B,2000,BOS@MIN 04/14/2026 07:40PM ET,BOS,1.5
